City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,coari,-4.085,-63.1414,22.72,98,88,1.18,BR,1674444090
365,rio brilhante,-21.8019,-54.5464,21.55,95,100,1.7,BR,1674443992
366,marsa matruh,31.3525,27.2453,14.1,71,0,0.63,EG,1674444091
367,karasjok,69.4719,25.5112,-5.16,77,100,6.64,NO,1674444092
368,luderitz,-26.6481,15.1594,17.56,89,5,6.61,NA,1674444092
369,wilmington,34.2257,-77.9447,16.95,92,100,3.09,US,1674444019
370,storforshei,66.4043,14.5233,2.59,100,100,1.03,NO,1674444093
371,zlobin,45.2924,14.6541,3.1,83,100,11.61,HR,1674444094
372,price,39.5994,-110.8107,-4.41,58,100,2.57,US,1674444094
373,stony plain,53.5334,-114.0021,-2.11,68,0,4.63,CA,1674444096
374,rupert,42.6191,-113.6772,-7.03,93,100,1.54,US,1674444096
375,antibes,43.5624,7.1278,8.15,53,0,5.66,FR,1674444097
376,kodiak,57.79,-152.4072,2.73,93,100,3.09,US,1674444097
377,lasa,46.6166,10.7002,-2.02,69,92,2.01,IT,1674444098
378,seoul,37.5683,126.9778,4.66,60,0,3.09,KR,1674443805
379,igrim,63.1906,64.4162,-14.75,93,12,2.48,RU,1674444098
380,badvel,14.75,79.05,21.9,79,74,1.58,IN,1674444099
381,moron de la frontera,37.1208,-5.454,5.6,76,0,1.03,ES,1674444100
382,maningrida,-12.0667,134.2667,26.13,77,100,7.27,AU,1674444100
383,port hardy,50.6996,-127.4199,5.1,87,100,10.29,CA,1674444101
384,kungurtug,50.5994,97.5228,-33.04,85,23,0.82,RU,1674444102
385,lixourion,38.2019,20.4314,13.32,78,62,10.02,GR,1674444102
386,tadine,-21.55,167.8833,26.3,85,99,2.18,NC,1674444103
387,atbasar,51.8,68.3333,-11.79,88,100,3.71,KZ,1674444103
388,dong hoi,17.4833,106.6,23.03,79,99,1.24,VN,1674444104
389,ancud,-41.8697,-73.8203,13.12,90,0,1.34,CL,1674443944
390,gravelbourg,49.8834,-106.5512,-1.85,88,96,8.25,CA,1674444105
391,fez,34.0372,-4.9998,8.14,81,75,1.03,MA,1674444105
392,eyl,7.9803,49.8164,21.96,74,14,7.64,SO,1674444106
393,kathmandu,27.7167,85.3167,9.12,61,20,1.54,NP,1674443836
394,barabai,-2.5833,115.3833,29.7,69,100,1.14,ID,1674444106
395,lata,40.1629,-8.3327,2.73,65,3,2.01,PT,1674444107
396,tabuk,17.4189,121.4443,26.55,70,17,2.47,PH,1674444107
397,moratuwa,6.773,79.8816,24.5,84,100,1.74,LK,1674444108
398,bilibino,68.0546,166.4372,-27.68,88,99,1.53,RU,1674444108
399,alta floresta,-9.8756,-56.0861,21.46,98,100,1.37,BR,1674444109
400,nara,34.6851,135.8049,6.39,62,90,0.85,JP,1674443934
401,oktyabrskiy,54.4815,53.471,-16.65,96,96,1.48,RU,1674444109
402,yatou,37.15,122.3833,-1.27,72,100,9.1,CN,1674444110
403,mangrol,21.1167,70.1167,15.66,57,2,5.9,IN,1674444110
404,alamosa,37.4695,-105.87,-8.01,79,0,0.0,US,1674444111
405,meulaboh,4.1363,96.1285,23.77,92,96,0.96,ID,1674444112
406,mayo,38.8876,-76.5119,4.98,93,100,4.63,US,1674444112
407,hit,33.6416,42.8251,10.83,50,0,2.62,IQ,1674444113
408,smidovich,48.6,133.8167,-32.01,86,7,2.97,RU,1674444113
409,plyussa,58.4308,29.3654,-7.68,97,93,1.01,RU,1674444114
410,cascais,38.6979,-9.4215,9.96,44,1,9.83,PT,1674444115
411,alice springs,-23.7,133.8833,32.75,40,23,4.12,AU,1674444115
412,ust-uda,54.1742,103.0304,-38.95,95,62,1.49,RU,1674444116
413,eureka,40.8021,-124.1637,9.58,86,94,4.47,US,1674444117
414,trinidad,-14.8333,-64.9,24.83,84,30,1.83,BO,1674444117
415,sept-iles,50.2001,-66.3821,-8.0,83,75,2.06,CA,1674444042
416,yar-sale,66.8333,70.8333,-9.66,96,98,3.62,RU,1674444118
417,madera,37.1666,-119.8343,7.35,93,34,1.18,US,1674444119
418,tautira,-17.7333,-149.15,23.4,88,100,2.6,PF,1674444119
419,aleksandrov,56.4,38.71,-9.68,100,99,1.67,RU,1674444120
420,smithers,54.7804,-127.1743,-2.82,93,100,2.57,CA,1674444020
421,akdepe,42.0551,59.3788,-10.95,60,0,4.57,TM,1674444122
422,ray,23.6833,85.05,17.43,43,7,0.83,IN,1674443956
423,vila velha,-20.3297,-40.2925,24.97,94,75,2.06,BR,1674443842
424,turukhansk,65.8167,87.9833,-22.28,89,100,6.44,RU,1674444128
425,hofn,64.2539,-15.2082,-0.44,52,96,5.15,IS,1674444129
426,creel,27.75,-107.6333,0.09,30,0,2.78,MX,1674444130
427,pevek,69.7008,170.3133,-34.16,92,83,1.31,RU,1674444131
428,jacobina,-11.1806,-40.5183,22.84,77,95,1.02,BR,1674444132
429,lokosovo,61.1333,74.8167,-12.45,96,100,3.39,RU,1674444133
430,villa maria,-32.4075,-63.2402,19.9,87,100,3.13,AR,1674444134
431,salme,28.0369,85.0942,6.16,13,0,0.49,NP,1674444134
432,qaqortoq,60.7167,-46.0333,-11.37,64,60,3.23,GL,1674444135
433,fillan,63.6064,8.9696,4.69,62,100,3.84,NO,1674444136
434,rawah,34.4816,41.9093,9.78,50,0,2.02,IQ,1674444137
435,ishinomaki,38.4167,141.3,2.0,73,100,1.71,JP,1674444137
436,along,28.1667,94.7667,16.02,47,39,0.31,IN,1674444139
437,corinto,37.9407,22.9573,10.5,82,0,2.35,GR,1674444139
438,san patricio,28.017,-97.5169,16.92,42,0,4.14,US,1674444140
439,kenora,49.8167,-94.4337,-7.46,86,75,6.17,CA,1674444141
440,ponerihouen,-21.0833,165.4,28.97,72,91,2.62,NC,1674444142
441,skjervoy,70.0311,20.9714,7.0,71,100,5.59,NO,1674444143
442,shenjiamen,29.9576,122.298,10.29,92,99,5.2,CN,1674444145
443,telemaco borba,-24.3239,-50.6156,18.99,99,91,0.77,BR,1674444147
444,bowen,-20.0167,148.2333,27.9,64,17,6.39,AU,1674444148
445,aykhal,66.0,111.5,-33.49,83,100,1.63,RU,1674444148
446,alto araguaia,-17.3147,-53.2153,21.13,91,100,1.9,BR,1674444150
447,nanakuli,21.3906,-158.1547,27.97,55,75,4.63,US,1674444150
448,lishan,31.8576,113.2951,8.87,47,96,5.13,CN,1674444151
449,patrocinio,-18.9439,-46.9925,18.87,96,100,1.39,BR,1674444152
450,kovdor,67.5662,30.4758,-7.15,82,53,4.94,RU,1674444153
451,puqi,29.7167,113.8833,8.29,72,99,3.37,CN,1674444153
452,orchard homes,46.8633,-114.0484,-0.92,80,100,2.57,US,1674444154
453,katobu,-4.9408,122.5276,29.33,68,100,2.58,ID,1674444154
454,ozernovskiy,51.5,156.5167,-8.93,62,13,2.32,RU,1674444155
455,necochea,-38.5473,-58.7368,16.82,87,0,3.07,AR,1674444156
456,sri aman,1.2376,111.4621,28.03,83,20,1.03,MY,1674444156
457,qingyuan,23.7,113.0333,19.99,70,100,2.7,CN,1674444157
458,camacha,33.0833,-16.3333,14.68,63,40,5.14,PT,1674444158
459,mecca,21.4267,39.8261,21.9,76,0,1.78,SA,1674444131
460,peterhead,57.5058,-1.7981,5.22,90,100,4.88,GB,1674444159
461,caruray,10.3094,119.0128,26.55,84,100,4.78,PH,1674444159
462,pangai,-19.8,-174.35,31.06,66,20,3.6,TO,1674444160
463,misratah,32.3754,15.0925,12.82,59,88,4.79,LY,1674444161
464,edd,13.9297,41.6925,23.58,65,49,8.74,ER,1674444162
465,ucluelet,48.9329,-125.5528,5.61,87,100,2.57,CA,1674444162
466,quatre cocos,-20.2078,57.7625,25.05,79,100,3.14,MU,1674444163
467,morant bay,17.8815,-76.4093,26.79,81,24,5.78,JM,1674444163
468,northampton,40.8754,-75.2499,1.68,90,100,2.14,US,1674443890
469,sioux lookout,50.1001,-91.917,-8.96,86,75,3.6,CA,1674444165
470,kavaratti,10.5669,72.642,26.78,70,53,4.49,IN,1674444165
471,half moon bay,37.4636,-122.4286,13.68,37,0,7.72,US,1674444166
472,khilok,51.3674,110.4676,-31.4,81,43,2.02,RU,1674444167
473,erzurum,40.0,41.5,-11.18,80,0,1.51,TR,1674444167
474,mucurapo,10.6667,-61.5333,25.03,77,58,3.96,TT,1674444168
475,sayyan,15.1718,44.3244,9.35,41,4,0.2,YE,1674444169
476,hervey bay,-25.2986,152.8535,27.04,58,1,3.61,AU,1674444169
477,zhezkazgan,47.8043,67.7144,-21.01,77,20,2.0,KZ,1674444170
478,fallon,39.4735,-118.7774,-1.05,71,75,0.0,US,1674443910
479,tabas,33.5959,56.9244,-0.88,47,0,2.06,IR,1674444170
480,dudinka,69.4058,86.1778,-31.08,100,60,2.32,RU,1674444171
481,evensk,61.95,159.2333,-15.26,90,100,12.22,RU,1674444172
482,newport,51.5877,-2.9984,2.51,91,83,1.68,GB,1674444162
483,playas,-2.6333,-80.3833,25.55,73,63,3.76,EC,1674444172
484,ambatondrazaka,-17.8333,48.4167,19.46,96,100,3.59,MG,1674444173
485,koudougou,12.25,-2.3667,23.58,19,1,1.83,BF,1674444174
486,balykshi,47.0667,51.8667,-9.0,57,0,5.0,KZ,1674444175
487,erenhot,43.6475,111.9767,-23.32,53,40,4.89,CN,1674444176
488,nicoya,10.1483,-85.452,23.67,79,67,1.55,CR,1674444177
489,lorengau,-2.0226,147.2712,29.3,72,75,4.62,PG,1674444177
490,tiznit,29.5833,-9.5,12.16,43,0,1.74,MA,1674444178
491,winslow,35.0242,-110.6974,-0.9,86,100,6.17,US,1674444178
492,tandil,-37.3217,-59.1332,13.16,59,34,3.34,AR,1674444151
493,wetzikon,47.3264,8.7978,-1.5,82,100,1.54,CH,1674444179
494,altay,47.8667,88.1167,-21.48,57,3,2.52,CN,1674444179
495,dodola,6.9833,39.1833,9.24,70,69,1.6,ET,1674444180
496,havre,49.5833,0.3333,0.22,93,0,2.57,FR,1674444180
497,fairbanks,64.8378,-147.7164,-28.81,72,0,1.54,US,1674444181
498,nhulunbuy,-12.2333,136.7667,25.34,94,75,3.09,AU,1674444181
499,oblivskaya,48.5362,42.5014,-4.75,86,33,5.82,RU,1674444182
500,darasun,51.6667,114.0,-30.65,68,52,3.8,RU,1674444183
501,qui nhon,13.7667,109.2333,23.72,84,100,3.39,VN,1674444184
502,vawkavysk,53.1561,24.4513,0.66,98,100,3.16,BY,1674444186
503,shingu,33.7333,135.9833,9.81,70,98,2.38,JP,1674444187
504,liverpool,53.4106,-2.9779,4.32,90,75,2.06,GB,1674444163
505,edson,53.5835,-116.4356,-3.92,58,0,1.54,CA,1674444015
506,morondava,-20.2833,44.2833,25.06,83,100,2.95,MG,1674444189
507,west plains,36.7281,-91.8524,2.46,86,100,2.57,US,1674444020
508,tres arroyos,-38.3739,-60.2798,15.67,89,0,2.0,AR,1674444190
509,port hueneme,34.1478,-119.1951,13.45,46,0,4.63,US,1674444191
510,greece,43.2098,-77.6931,1.34,95,100,1.54,US,1674444193
511,beidao,34.5686,105.8933,-1.75,32,100,3.92,CN,1674444193
512,gigmoto,13.7796,124.39,25.55,89,98,5.56,PH,1674444194
513,udaipura,23.0833,78.5,19.94,57,26,1.94,IN,1674444195
514,lincoln,40.8,-96.667,-7.05,90,0,0.0,US,1674444078
515,whitehorse,60.7161,-135.0538,-2.57,86,75,9.77,CA,1674444085
516,lavrentiya,65.5833,-171.0,-28.74,94,71,5.78,RU,1674444196
517,springdale,36.1867,-94.1288,2.5,90,100,3.09,US,1674444197
518,mackay,-21.15,149.2,30.93,68,61,4.59,AU,1674444199
519,shelabolikha,53.4131,82.6167,-11.5,77,100,8.46,RU,1674444200
520,kulevcha,46.0303,29.9361,0.55,90,78,4.1,UA,1674444201
521,canutama,-6.5339,-64.3831,22.58,97,99,0.73,BR,1674444202
522,nata,8.3333,-80.5167,22.92,83,4,2.87,PA,1674444204
523,poum,-20.2333,164.0167,27.12,78,100,3.64,NC,1674444094
524,goundam,16.4145,-3.6708,20.05,15,8,4.22,ML,1674444205
525,chipinge,-20.1883,32.6236,16.95,88,63,1.25,ZW,1674444207
526,bandarbeyla,9.4942,50.8122,22.86,73,53,6.29,SO,1674444207
527,lydenburg,-25.0978,30.4597,11.67,96,86,1.72,ZA,1674444208
528,windhoek,-22.5594,17.0832,19.68,75,20,4.12,NA,1674444209
529,avera,33.194,-82.5271,7.73,98,100,2.46,US,1674444210
530,chimbarongo,-34.7,-71.05,21.49,48,0,0.41,CL,1674444210
531,urusha,54.05,122.9,-27.2,74,100,2.71,RU,1674444211
532,pahrump,36.2083,-115.9839,5.14,33,2,6.71,US,1674444212
533,kyabe,9.4515,18.9449,24.01,20,100,2.75,TD,1674444212
534,xiuyan,40.2928,123.2744,-13.4,42,80,9.25,CN,1674444213
535,lieto,60.5103,22.4618,-1.69,97,100,2.06,FI,1674444213
536,puerto vallarta,20.6204,-105.2307,23.95,78,40,0.0,MX,1674444210
537,adre,13.4667,22.2,17.77,18,41,4.93,TD,1674444214
538,mayumba,-3.432,10.6554,25.26,86,85,0.61,GA,1674444215
539,yeppoon,-23.1333,150.7333,29.88,63,15,4.63,AU,1674444215
540,cabedelo,-6.9811,-34.8339,26.37,81,12,3.66,BR,1674444216
541,betera,39.5833,-0.45,6.25,40,0,5.66,ES,1674444217
542,novyy urgal,51.0736,132.5642,-33.42,91,100,0.82,RU,1674444217
543,arlit,18.7369,7.3853,19.61,14,0,2.89,NE,1674444219
544,vila franca do campo,37.7167,-25.4333,15.23,86,15,5.4,PT,1674444220
545,tazovskiy,67.4667,78.7,-30.86,99,17,3.36,RU,1674444220
546,le port,-20.9373,55.2919,24.0,78,100,3.91,RE,1674444221
547,naryan-mar,67.6713,53.087,-3.97,96,100,6.81,RU,1674444223
548,erzin,36.9559,36.2,10.33,61,0,2.44,TR,1674444223
549,edgewater,28.9889,-80.9023,23.08,78,75,4.12,US,1674444224
550,north bend,43.4065,-124.2243,6.03,96,40,3.09,US,1674444224
551,nova olinda do norte,-3.8881,-59.0942,23.03,96,99,0.73,BR,1674444225
552,rovaniemi,66.5,25.7167,-4.33,100,100,8.75,FI,1674444226
553,la ronge,55.1001,-105.2842,-6.86,73,100,7.72,CA,1674444226
554,ulladulla,-35.35,150.4667,22.05,63,70,3.89,AU,1674444227
555,dabakala,8.3667,-4.4333,25.36,63,3,2.51,CI,1674444228
556,chongwe,-15.3292,28.682,17.33,99,100,1.96,ZM,1674444228
557,santiago del estero,-27.7951,-64.2615,27.3,57,1,2.75,AR,1674443976
558,whitianga,-36.8333,175.7,22.42,58,98,3.16,NZ,1674444135
559,egvekinot,66.3167,-179.1667,-29.07,81,94,5.14,RU,1674444229
560,santa isabel,-23.3156,-46.2214,19.61,94,58,0.82,BR,1674444230
561,saint-cyr-sur-loire,47.4,0.6667,1.14,86,100,2.57,FR,1674444230
562,coruripe,-10.1256,-36.1756,25.69,86,17,5.73,BR,1674444231
563,peniche,39.3558,-9.3811,6.36,79,3,5.06,PT,1674444231
564,muzhi,65.3667,64.6667,-6.08,79,34,6.96,RU,1674444232
565,katherine,-14.4667,132.2667,33.18,49,40,7.72,AU,1674444232
566,muli,2.9167,73.5667,27.39,73,54,5.86,MV,1674444088
567,oum hadjer,13.2954,19.6966,22.41,18,100,3.72,TD,1674444234
568,huarmey,-10.0681,-78.1522,21.45,82,91,2.67,PE,1674444235
569,podor,16.6527,-14.9587,19.64,31,0,3.5,MR,1674444235
570,sangar,63.9242,127.4739,-45.89,93,96,1.49,RU,1674444236
571,tessaoua,13.7574,7.9874,19.3,15,38,3.89,NE,1674444237
572,manuk mangkaw,4.8,119.85,27.3,74,100,3.06,PH,1674444238
573,teahupoo,-17.8333,-149.2667,23.98,86,100,3.12,PF,1674444238
574,paciran,-6.8767,112.3761,28.47,72,95,1.7,ID,1674444239
575,bella vista,36.4295,-94.2316,2.93,86,100,2.06,US,1674444239
576,gat,31.61,34.7642,15.78,82,40,0.96,IL,1674444060
577,bathsheba,13.2167,-59.5167,26.34,78,20,10.29,BB,1674444243
578,vanimo,-2.6741,141.3028,27.94,76,91,0.67,PG,1674444243
579,harper,4.375,-7.7169,26.01,82,85,3.66,LR,1674444244
580,pouembout,-21.1333,164.9,29.55,71,96,2.92,NC,1674444245
581,radomsko,51.0671,19.4448,0.29,100,100,2.13,PL,1674444246
582,tanda,26.55,82.65,16.87,57,14,2.31,IN,1674444247
583,glenwood springs,39.5505,-107.3248,-1.43,82,100,2.57,US,1674444248
584,jimma,7.6667,36.8333,16.16,58,88,0.5,ET,1674444249
585,tessalit,20.1986,1.0114,17.18,15,0,4.25,ML,1674444249
586,la sarre,48.8002,-79.1996,-9.42,98,99,1.32,CA,1674444251
587,bac lieu,9.285,105.7244,28.56,67,100,6.7,VN,1674444252
588,baykalovo,57.3981,63.7684,-12.91,95,19,3.61,RU,1674444253
589,isangel,-19.55,169.2667,29.16,73,94,0.72,VU,1674444254
590,guymon,36.6828,-101.4816,-2.0,64,0,1.54,US,1674444254
591,kargasok,59.0556,80.8572,-15.44,98,98,1.89,RU,1674444255
